0.001000,999.002019,993.991209,10004.989906
0.002000,998.010534,988.505699,10009.952281
0.003000,997.022590,985.950564,10014.901849
0.004000,996.039987,981.593070,10019.829538
0.005000,995.059925,980.016502,10024.749331
0.006000,994.087754,973.087540,10029.634317
0.007000,993.119999,969.609728,10034.501867
0.008000,992.155940,966.846920,10039.355555
0.009000,991.193300,966.358800,10044.206809
0.010000,990.233693,964.250264,10049.047475
0.011000,989.276553,962.701826,10053.880374
0.012000,988.323284,959.737049,10058.698388
0.013000,987.375959,954.673242,10063.490974
0.014000,986.433300,950.880519,10068.264531
0.015000,985.495123,947.262370,10073.019930
0.016000,984.564257,940.777105,10077.742762
0.017000,983.637014,937.997894,10082.451665
0.018000,982.715468,933.114475,10087.136046
0.019000,981.801100,926.715319,10091.788299
0.020000,980.890395,923.857454,10096.426227
0.021000,979.984115,920.222488,10101.045907
0.022000,979.082979,915.845784,10105.643615
0.023000,978.188338,910.082048,10110.212386
0.024000,977.297162,907.381937,10114.767620
0.025000,976.408476,905.670517,10119.314272
0.026000,975.521234,905.020304,10123.857669
0.027000,974.636700,903.079335,10128.391320
0.028000,973.759845,896.055395,10132.889688
0.029000,972.886948,892.809055,10137.371781
0.030000,972.017179,890.407336,10141.841825
0.031000,971.153564,884.899425,10146.284206
0.032000,970.297724,877.715041,10150.690516
0.033000,969.447605,872.613169,10155.071227
0.034000,968.605450,865.198391,10159.414707
0.035000,967.765423,863.755050,10163.750973
0.036000,966.928488,861.323784,10168.075033
0.037000,966.095276,858.234611,10172.383585
0.038000,965.264627,856.331090,10176.682589
0.039000,964.438325,852.582420,10180.962770
0.040000,963.617767,847.383247,10185.216845
0.041000,962.798640,846.619219,10189.467109
0.042000,961.984290,842.402076,10193.696190
0.043000,961.172512,840.448705,10197.915478
0.044000,960.369522,832.057978,10202.092614
0.045000,959.573928,825.082357,10206.234741
0.046000,958.784197,819.678550,10210.349750
0.047000,957.997515,817.182796,10214.452247
0.048000,957.216026,812.456173,10218.531008
0.049000,956.442901,804.420801,10222.569415
0.050000,955.671599,803.164218,10226.601550
0.051000,954.902339,801.685613,10230.626264
0.052000,954.138123,797.071530,10234.627802
0.053000,953.375229,796.326008,10238.625618
0.054000,952.618401,790.630921,10242.594823
0.055000,951.863625,789.108926,10246.556410
