0.010000,0.996016,3.984024,200.104388
0.020000,0.992063,3.968096,398.911154
0.030000,0.988142,3.952216,596.922703
0.040000,0.984252,3.936384,794.141441
0.050000,0.980393,3.920600,990.569779
0.060000,0.976564,3.904865,1186.210129
0.070000,0.972766,3.889178,1381.064907
0.080000,0.968997,3.873539,1575.136530
0.090000,0.965259,3.857949,1768.427416
0.100000,0.961549,3.842407,1960.939987
0.110000,0.957869,3.826913,2152.676665
0.120000,0.954217,3.811469,2343.639875
0.130000,0.950595,3.796072,2533.832042
0.140000,0.947000,3.780724,2723.255593
0.150000,0.943434,3.765425,2911.912956
0.160000,0.939895,3.750175,3099.806560
0.170000,0.936384,3.734973,3286.938834
0.180000,0.932900,3.719819,3473.312210
0.190000,0.929443,3.704714,3658.929117
0.200000,0.926013,3.689658,3843.791987
0.210000,0.922609,3.674651,4027.903252
0.220000,0.919232,3.659692,4211.265344
0.230000,0.915881,3.644781,4393.880693
0.240000,0.912555,3.629920,4575.751732
0.250000,0.909255,3.615107,4756.880892
0.260000,0.905981,3.600342,4937.270604
0.270000,0.902731,3.585626,5116.923298
0.280000,0.899507,3.570959,5295.841403
0.290000,0.896307,3.556341,5474.027350
0.300000,0.893131,3.541770,5651.483565
0.310000,0.889980,3.527249,5828.212477
0.320000,0.886853,3.512776,6004.216511
0.330000,0.883749,3.498351,6179.498093
0.340000,0.880669,3.483975,6354.059646
0.350000,0.877612,3.469647,6527.903592
0.360000,0.874579,3.455368,6701.032352
0.370000,0.871568,3.441137,6873.448346
0.380000,0.868580,3.426955,7045.153989
0.390000,0.865614,3.412820,7216.151700
0.400000,0.862671,3.398734,7386.443890
0.410000,0.859750,3.384697,7556.032971
0.420000,0.856851,3.370707,7724.921354
0.430000,0.853973,3.356765,7893.111446
0.440000,0.851118,3.342872,8060.605651
0.450000,0.848283,3.329027,8227.406374
0.460000,0.845469,3.315229,8393.516013
0.470000,0.842677,3.301480,8558.936967
0.480000,0.839905,3.287778,8723.671630
0.490000,0.837154,3.274124,8887.722397
0.500000,0.834423,3.260518,9051.091655
0.510000,0.831712,3.246960,9213.781792
0.520000,0.829021,3.233449,9375.795192
0.530000,0.826351,3.219986,9537.134236
0.540000,0.823699,3.206570,9697.801301
0.550000,0.821068,3.193202,9857.798762
0.560000,0.818456,3.179882,10017.128990
0.570000,0.815862,3.166608,10175.794353
0.580000,0.813288,3.153382,10333.797216
0.590000,0.810733,3.140203,10491.139941
0.600000,0.808196,3.127071,10647.824884
0.610000,0.805678,3.113986,10803.854399
0.620000,0.803178,3.100949,10959.230838
0.630000,0.800697,3.087958,11113.956547
0.640000,0.798233,3.075014,11268.033868
0.650000,0.795787,3.062116,11421.465142
0.660000,0.793359,3.049265,11574.252702
0.670000,0.790949,3.036461,11726.398880
0.680000,0.788556,3.023704,11877.906004
0.690000,0.786180,3.010993,12028.776396
0.700000,0.783821,2.998328,12179.012375
0.710000,0.781479,2.985709,12328.616257
0.720000,0.779154,2.973137,12477.590352
0.730000,0.776846,2.960610,12625.936965
0.740000,0.774554,2.948130,12773.658400
0.750000,0.772279,2.935695,12920.756953
0.760000,0.770020,2.923307,13067.234918
0.770000,0.767777,2.910964,13213.094582
0.780000,0.765550,2.898667,13358.338232
0.790000,0.763338,2.886415,13502.968145
