0.000000,0.400000,0.400000
0.010000,0.406445,0.409715
0.020000,0.412980,0.419665
0.030000,0.419607,0.429855
0.040000,0.426328,0.440289
0.050000,0.433144,0.450974
0.060000,0.440056,0.461912
0.070000,0.447065,0.473111
0.080000,0.454173,0.484573
0.090000,0.461382,0.496305
0.100000,0.468693,0.508311
0.110000,0.476107,0.520596
0.120000,0.483627,0.533164
0.130000,0.491253,0.546021
0.140000,0.498988,0.559172
0.150000,0.506833,0.572621
0.160000,0.514790,0.586373
0.170000,0.522861,0.600433
0.180000,0.531047,0.614805
0.190000,0.539352,0.629493
0.200000,0.547775,0.644503
0.210000,0.556321,0.659839
0.220000,0.564990,0.675504
0.230000,0.573784,0.691504
0.240000,0.582707,0.707842
0.250000,0.591759,0.724522
0.260000,0.600944,0.741548
0.270000,0.610264,0.758923
0.280000,0.619720,0.776652
0.290000,0.629316,0.794738
0.300000,0.639053,0.813183
0.310000,0.648935,0.831992
0.320000,0.658964,0.851166
0.330000,0.669142,0.870710
0.340000,0.679471,0.890624
0.350000,0.689956,0.910912
0.360000,0.700597,0.931577
0.370000,0.711399,0.952619
0.380000,0.722363,0.974040
0.390000,0.733492,0.995843
0.400000,0.744790,1.018029
0.410000,0.756259,1.040599
0.420000,0.767902,1.063553
0.430000,0.779721,1.086894
0.440000,0.791721,1.110620
0.450000,0.803902,1.134734
0.460000,0.816270,1.159234
0.470000,0.828825,1.184121
0.480000,0.841572,1.209395
0.490000,0.854513,1.235055
0.500000,0.867652,1.261101
0.510000,0.880990,1.287532
0.520000,0.894530,1.314347
0.530000,0.908277,1.341544
0.540000,0.922232,1.369124
0.550000,0.936397,1.397084
0.560000,0.950777,1.425423
0.570000,0.965373,1.454139
0.580000,0.980189,1.483231
0.590000,0.995226,1.512696
0.600000,1.010487,1.542532
0.610000,1.025974,1.572739
0.620000,1.041691,1.603313
0.630000,1.057639,1.634252
0.640000,1.073820,1.665554
0.650000,1.090236,1.697217
0.660000,1.106890,1.729239
