0.997475,1.000724,0.994816,0.994649,0.990670,0.998320,0.992648,0.993372,0.989750,0.997918,0.996287,0.991411,0.995360,0.988880,1.000556,0.993794,1.001168,0.990845,0.997326,0.996359,1.000143,1.001574,0.998321,0.992010,0.999106,1.002898,0.999055,0.994315,0.992693,0.989304,0.990532,0.997978,0.992834,0.998785,1.001097,0.998889,0.998458,0.996950,0.999399,0.996499,0.993710,1.000815,0.996219,0.999334,0.998172,0.993481,0.992112,0.998794,0.990180,0.987277,0.991657,0.994422,0.993046,0.991165,0.999886,0.996850,0.996355,0.995236,0.994484,0.993956,0.996860,0.993487,0.998046,0.995141,0.993166,0.992999,0.989718,0.991334,0.994932,1.002631,0.997047,0.990560,0.991675,0.997270,1.003028,0.993466,1.000243,0.990241,0.992465,0.989079,0.990310,0.993998,0.997174,0.997576,1.000153,0.993588,0.993341,0.995646,0.997327,0.991600,1.002224,0.997383,0.989745,0.995397,0.995250,0.988940,0.999145,0.994237,0.996872,0.996176
0.999005,0.996816,1.001982,0.989012,1.002475,0.997459,1.000712,0.995223,0.996251,0.996103,0.994724,1.002412,0.999358,0.991733,0.992551,1.000364,0.992060,0.992763,0.999740,0.995914,1.000117,0.999976,0.993827,1.000744,0.994943,0.987243,0.990933,0.989910,1.003096,0.999023,0.991666,0.994222,1.000138,0.996402,1.001583,0.991281,0.999850,0.993395,1.001708,0.991199,0.989391,0.998005,0.999911,0.997290,0.990402,0.992756,1.000055,1.001695,0.995797,0.992829,1.001240,0.997145,0.991124,0.999204,0.992035,0.996519,0.996949,0.993625,0.995454,1.000301,0.995970,0.988572,0.992526,1.000131,0.998627,1.002622,0.991889,0.996888,0.989983,0.997634,1.002496,0.992631,0.996948,0.999757,1.002225,0.995251,1.000321,0.994013,1.001218,0.999812,0.998290,0.998514,0.990127,0.993967,0.991608,0.996910,0.997909,1.001902,1.001307,0.991841,1.000139,0.998177,1.000888,0.994645,1.000925,0.995830,0.992455,0.988830,0.998547,0.998696
1.000222,0.996339,0.992329,0.992969,0.993124,1.000607,0.996009,0.990307,1.002026,0.991102,0.996591,1.000864,0.998553,1.002051,1.001065,0.994797,0.998006,0.990293,1.002613,0.999139,0.992560,0.990095,0.992652,0.997366,0.999496,0.990139,0.996747,0.999691,0.995732,0.992445,0.993291,0.997492,0.990582,0.993302,0.992499,1.002996,0.993689,0.990258,1.003002,0.990208,0.991400,0.996349,1.002545,0.999100,0.996191,1.001284,0.994215,0.995785,0.996074,0.990959,0.997076,0.995995,0.994843,0.995570,0.995657,1.002655,0.989389,0.996550,0.994776,1.000041,0.997933,0.993031,0.996223,0.997949,0.997810,0.992952,1.000549,0.991169,0.992448,0.989732,0.992929,0.989918,0.993763,0.992773,0.999428,0.994535,0.996314,0.995952,0.995654,0.990780,1.002058,0.991040,0.992295,0.997661,1.002061,0.999481,0.990592,0.987511,0.992907,1.001404,0.998519,1.002592,0.994537,1.002438,1.001656,0.990243,0.989889,0.990623,0.993518,0.995197
0.997273,0.996171,0.999181,0.998450,0.998420,0.990931,0.993010,0.994071,0.988643,0.992986,1.001929,0.993162,1.002118,0.990358,0.999361,1.001394,0.998328,0.998816,0.999460,0.997546,1.001608,0.992435,0.993546,0.988197,1.001479,0.992280,0.999799,1.001159,0.996975,0.999840,0.998807,0.998451,1.001716,0.995167,0.996191,0.993481,0.995693,0.997232,1.003090,0.998494,0.993595,1.000972,0.999053,0.992027,0.994325,0.992609,0.989947,0.992734,1.000993,0.996481,1.000060,0.999032,0.994597,0.995913,0.987602,1.001154,0.993503,0.998070,0.990734,1.002395,0.989611,0.992020,0.993945,1.001532,0.997185,1.003373,0.987628,0.995117,0.993899,0.994678,0.990040,0.999835,0.991103,0.988928,1.002612,0.993245,0.995492,0.995223,0.999903,0.993778,0.997165,0.990652,1.001602,0.996727,0.997935,0.993468,1.000782,1.001580,0.988314,0.995291,0.998962,0.993867,0.999678,0.989862,0.995490,1.001039,0.999163,0.992466,0.998675,0.992525
0.992965,0.999983,0.992484,0.996554,0.995448,0.999753,0.994827,0.991832,0.988752,0.998663,1.003050,0.998626,0.999486,0.991493,0.994124,0.998582,0.995036,0.991499,0.991522,0.999128,0.996583,0.992462,0.995297,1.001333,0.999558,0.999702,1.000645,0.997558,0.992399,0.994405,0.992530,0.999689,0.995206,0.990927,0.993661,1.000116,0.994440,0.992007,0.991166,0.996922,0.993419,0.998343,0.996662,0.992726,0.993919,0.994146,0.994709,0.999624,0.997104,0.995626,0.998353,0.992737,0.994963,0.997144,0.998682,0.995405,1.002456,0.992028,0.999727,0.999383,0.991541,1.002055,0.990678,0.992538,0.997255,0.990700,0.992736,0.999829,0.999018,1.002513,1.001779,0.999771,0.991083,1.000662,0.988348,0.986733,0.998892,0.997125,0.995261,0.995374,0.988473,0.999507,0.995086,0.990795,0.995837,0.991972,0.992768,0.991543,0.991447,0.991124,0.991028,1.001145,0.999466,0.988264,0.990889,0.996297,0.994877,0.994740,0.996567,0.992310
0.994279,0.989115,0.997326,1.000194,1.001170,1.001532,1.000799,0.999787,0.996017,0.998620,0.995580,0.995090,0.993723,0.996646,0.995277,0.997191,0.992132,0.989602,1.000734,0.996675,0.999267,0.991530,0.999407,1.002459,0.988666,0.994127,0.994119,0.994967,1.001177,0.992703,0.996920,0.990699,0.994644,0.989447,0.995658,0.989570,0.993377,1.001247,0.988337,0.995247,0.991378,0.995410,0.999230,0.988346,0.989409,0.987244,0.998674,0.991788,0.992676,0.992320,1.001963,0.998448,0.996324,0.991263,0.989598,0.997621,0.997033,0.994813,0.992618,0.996759,0.998862,0.990014,1.001144,0.995776,0.993830,0.999305,0.989371,1.000224,1.001470,0.999695,0.995678,1.002924,0.996439,0.993497,0.992205,0.994525,1.002085,1.000549,0.997425,1.001084,0.993191,0.992110,0.989007,0.991101,1.002119,0.994582,0.986935,0.987271,0.994337,0.996231,0.988333,0.993779,0.996212,0.992621,0.993757,0.997872,0.996580,0.992359,0.996133,0.995119
0.992561,0.994260,1.001590,0.989308,1.000555,1.000489,0.992517,0.991766,0.993148,0.993985,0.992758,0.989104,0.988909,0.995141,1.002720,0.998210,0.991238,0.997595,0.999234,0.994874,0.993314,0.993040,0.995338,1.000385,1.001320,0.995753,0.997735,0.996295,1.000820,0.992275,0.993675,0.999068,0.989718,0.994057,0.997474,0.997299,0.994935,0.998025,1.000064,0.993935,0.999085,0.999593,0.994871,1.002065,0.998179,0.993236,0.990262,0.997118,0.989829,0.998085,0.996868,0.999318,1.001505,0.992996,0.995300,0.997350,0.988789,0.998802,0.996544,0.995598,0.998394,0.998824,0.991609,0.988337,0.996148,1.002432,0.999108,0.995347,0.996863,0.997295,0.994141,0.998943,0.992081,0.992376,1.001718,0.997201,0.998730,0.993098,0.997560,0.991128,0.995323,0.996573,0.993787,0.998519,0.991003,1.002982,0.997679,0.988501,0.993185,0.999691,0.992098,0.991365,0.994636,0.992131,0.990782,0.987599,0.992222,0.990296,0.995768,1.001412
0.991735,0.995078,0.994887,0.993718,0.997679,0.995381,0.993612,0.991091,1.002011,0.987623,0.999639,0.992175,0.992708,0.989555,0.991485,0.989905,0.994521,0.995124,0.996635,0.999005,1.002433,0.999308,0.994935,0.992508,0.990390,0.998560,1.001080,0.994021,0.989121,0.990837,1.000414,0.997062,0.995816,1.000624,0.993033,0.992119,0.991412,0.990241,0.989115,0.999429,1.003777,0.998519,0.995939,1.000520,0.995606,0.991022,0.997595,0.999156,0.998473,0.994927,1.000733,0.992533,0.994088,0.989387,1.000965,0.992370,0.994366,0.988729,1.000806,0.994708,0.992321,0.994557,0.998017,0.997581,0.995472,0.992925,0.993581,0.998815,0.996731,0.996484,0.997785,1.002224,0.993451,0.993797,0.998849,0.991924,0.992864,0.993958,1.000651,0.999970,0.991717,0.997328,0.995572,0.991630,0.999625,0.995136,0.991793,0.989826,1.001327,0.994993,0.996317,1.002674,0.995599,0.998657,0.998423,0.994413,0.998587,0.998072,0.998488,0.994547
0.988099,0.997132,0.996591,0.990843,0.991042,0.997844,0.996816,0.995997,0.995144,0.999862,0.999112,0.995286,0.992182,1.003187,0.997099,0.987826,0.995230,0.998735,1.000845,0.995596,0.990957,1.001590,0.996229,1.003566,0.994240,1.003093,1.000915,0.991131,0.991054,0.996069,0.998122,0.991215,0.990940,1.003327,1.001965,1.003760,0.998974,0.990735,0.989792,0.993121,0.997566,0.993964,1.004409,0.988361,0.998367,0.990758,0.996808,0.998843,0.987291,1.002483,0.996620,0.993835,0.991982,0.991043,0.996136,0.997112,1.000408,0.999384,0.993844,0.993200,0.989832,0.996855,0.998785,0.996986,0.989056,0.992420,0.992829,0.999439,0.995153,0.997695,0.994071,0.990236,0.991673,1.002751,0.998691,1.000551,1.004190,1.003825,1.000826,0.988643,0.997721,0.993981,0.993268,0.988989,0.997974,0.993473,0.993036,1.003847,0.993200,0.991582,0.998867,0.998959,1.000723,0.992631,0.998815,0.995379,0.998533,0.997427,0.991966,0.993527
0.999555,0.992835,0.995503,0.998865,0.992104,0.993235,0.993595,0.998797,0.992703,0.994369,0.999027,1.002666,0.995737,0.990155,0.991164,1.003397,0.999508,1.000560,0.997158,0.994504,0.992722,0.989178,1.000628,0.994492,0.991654,0.992668,0.990328,0.999319,0.994635,0.993317,0.988807,0.991244,0.989464,0.997326,0.995661,0.997094,1.002410,0.987885,0.993887,0.989837,0.999255,0.990799,1.001989,0.996123,0.997637,1.000616,0.998316,1.000301,0.992471,0.991831,0.991131,0.987005,0.990204,0.995823,0.988171,0.993699,0.994731,1.001969,0.989015,0.998422,0.994299,1.000555,0.998020,0.998970,0.999845,0.988116,0.999709,0.999566,0.998574,0.990509,0.994043,0.997794,0.999981,1.001948,0.991635,0.993002,0.987014,0.994266,0.998932,1.000140,0.993489,0.992436,1.000849,0.993178,0.999176,0.998044,0.993372,1.002410,1.000024,0.993766,0.995499,1.002257,0.992100,0.993174,0.996708,0.990444,0.991976,0.995359,0.993193,0.992266
